idx	sing	plur	freq	inVocabs
_	stomps	stomp	_	0
_	stones	stone	_	1
_	stoops	stoop	_	0
_	stops	stop	_	1
_	stores	store	_	1
_	storms	storm	_	1
_	stows	stow	_	0
_	straddles	straddle	_	0
_	strafes	strafe	_	0
_	straightens	straighten	_	0
_	strains	strain	_	1
_	strands	strand	_	1
_	strangles	strangle	_	0
_	straps	strap	_	1
_	strategizes	strategize	_	0
_	stratifies	stratify	_	0
_	strays	stray	_	0
_	streaks	streak	_	1
_	streamlines	streamline	_	0
_	streams	stream	_	1
_	streetspeaks	streetspeak	_	0
_	strengthens	strengthen	_	0
_	stresses	stress	_	1
_	stretches	stretch	_	1
_	strides	stride	_	1
_	strikes	strike	_	1
_	strings	string	_	1
_	strips	strip	_	1
_	strives	strive	_	0
_	strokes	stroke	_	1
_	strolls	stroll	_	0
_	structures	structure	_	1
_	struggles	struggle	_	1
_	struts	strut	_	0
_	stubs	stub	_	0
_	studies	study	_	1
_	stuffs	stuff	_	0
_	stumbles	stumble	_	0
_	stumps	stump	_	0
_	stuns	stun	_	0
_	stunts	stunt	_	1
_	stutters	stutter	_	0
_	styles	style	_	1
_	stylizes	stylize	_	0
_	subcontracts	subcontract	_	0
_	subdivides	subdivide	_	0
_	subdues	subdue	_	0
_	subjects	subject	_	1
_	sublets	sublet	_	0
_	submerges	submerge	_	0
_	submits	submit	_	0
_	subordinates	subordinate	_	0
_	subpoenas	subpoena	_	0
_	subscribes	subscribe	_	0
_	subsides	subside	_	0
_	subsidizes	subsidize	_	0
_	substantiates	substantiate	_	0
_	substitutes	substitute	_	1
_	subsumes	subsume	_	0
_	subtracts	subtract	_	0
_	subverts	subvert	_	0
_	succeeds	succeed	_	1
_	succumbs	succumb	_	0
_	sucks	suck	_	1
_	sues	sue	_	0
_	suffers	suffer	_	1
_	suffices	suffice	_	0
_	suffocates	suffocate	_	0
_	suggests	suggest	_	1
_	suits	suit	_	1
_	summarizes	summarize	_	0
_	summons	summon	_	1
_	sums	sum	_	1
_	superimposes	superimpose	_	0
_	supersedes	supersede	_	0
_	supervises	supervise	_	0
_	supplants	supplant	_	0
_	supplements	supplement	_	1
_	supplies	supply	_	1
_	supports	support	_	1
_	supposes	suppose	_	0
_	suppresses	suppress	_	0
_	surfaces	surface	_	1
_	surges	surge	_	0
_	surmises	surmise	_	0
_	surmounts	surmount	_	0
_	surpasses	surpass	_	0
_	surprises	surprise	_	1
_	surrenders	surrender	_	0
_	surrounds	surround	_	1
_	surveys	survey	_	1
_	survives	survive	_	1
_	suspects	suspect	_	1
_	suspends	suspend	_	0
_	sustains	sustain	_	0
_	swaggers	swagger	_	0
_	swallows	swallow	_	0
_	swamps	swamp	_	0
_	swaps	swap	_	0
_	swarms	swarm	_	0
_	sways	sway	_	0
_	swears	swear	_	0
_	sweats	sweat	_	0
_	sweeps	sweep	_	1
_	sweetens	sweeten	_	0
_	swells	swell	_	0
_	swerves	swerve	_	0
_	swims	swim	_	0
_	swings	swing	_	1
_	swirls	swirl	_	0
_	switches	switch	_	1
_	swivels	swivel	_	0
_	swoops	swoop	_	0
_	symbolizes	symbolize	_	0
_	sympathizes	sympathize	_	0
_	synthesizes	synthesize	_	0
_	systematizes	systematize	_	0
_	systemizes	systemize	_	0
_	tables	table	_	1
_	tabulates	tabulate	_	0
_	tackles	tackle	_	1
_	tacks	tack	_	0
_	tags	tag	_	1
_	tailors	tailor	_	0
_	tails	tail	_	1
_	taints	taint	_	0
_	takes	take	_	1
_	talks	talk	_	1
_	tames	tame	_	0
_	tampers	tamper	_	0
_	tandies	tandy	_	0
_	tangles	tangle	_	0
_	tans	tan	_	0
_	tapers	taper	_	0
_	tapes	tape	_	1
_	taps	tap	_	1
_	targets	target	_	1
_	tarnishes	tarnish	_	0
_	tastes	taste	_	1
_	tatters	tatter	_	0
_	taunts	taunt	_	0
_	taxes	tax	_	1
_	teaches	teach	_	1
_	teams	team	_	1
_	tears	tear	_	1
_	teases	tease	_	0
_	telephones	telephone	_	0
_	televises	televise	_	0
_	tells	tell	_	1
_	tempts	tempt	_	0
_	tenders	tender	_	0
_	tends	tend	_	1
_	tenses	tense	_	0
_	terminates	terminate	_	0
_	terms	term	_	1
_	terrifies	terrify	_	0
_	terrorizes	terrorize	_	0
_	test-drives	test-drive	_	0
_	testifies	testify	_	0
_	tests	test	_	1
_	tethers	tether	_	0
_	textures	texture	_	1
_	thanks	thank	_	1
_	thatches	thatch	_	0
_	thaws	thaw	_	0
_	theorizes	theorize	_	0
_	thes	the	_	0
_	thickens	thicken	_	0
_	thinks	think	_	1
_	thins	thin	_	0
_	thrashes	thrash	_	0
_	threads	thread	_	1
_	threatens	threaten	_	1
_	thrills	thrill	_	0
_	thrives	thrive	_	0
_	throbs	throb	_	0
_	throws	throw	_	1
_	thrusts	thrust	_	0
_	thuds	thud	_	0
_	thumbs	thumb	_	1
_	thumps	thump	_	0
_	thunders	thunder	_	0
_	thwarts	thwart	_	0
_	tickles	tickle	_	0
_	ticks	tick	_	0
_	ties	tie	_	1
_	tightens	tighten	_	0
_	tiles	tile	_	1
_	tills	till	_	0
_	tilts	tilt	_	0
_	times	time	_	1
_	tinges	tinge	_	0
_	tingles	tingle	_	0
_	tints	tint	_	0
_	tips	tip	_	1
_	tiptoes	tiptoe	_	0
_	tires	tire	_	1
_	titles	title	_	1
_	toasts	toast	_	0
_	toils	toil	_	0
_	tolerates	tolerate	_	0
_	tones	tone	_	1
_	topples	topple	_	0
_	tops	top	_	1
_	torments	torment	_	0
_	torpedoes	torpedo	_	0
_	tortures	torture	_	0
_	tosses	toss	_	0
_	totals	total	_	1
_	totters	totter	_	0
_	touches	touch	_	1
_	toughens	toughen	_	0
_	toughs	tough	_	0
_	tours	tour	_	1
_	touts	tout	_	0
_	towers	tower	_	1
_	tows	tow	_	0
_	toys	toy	_	1
_	traces	trace	_	1
_	tracks	track	_	1
_	trades	trade	_	1
_	traduces	traduce	_	0
_	trails	trail	_	1
_	trains	train	_	1
_	tramples	trample	_	0
_	tramps	tramp	_	0
_	transacts	transact	_	0
_	transcends	transcend	_	0
_	transcribes	transcribe	_	0
_	transfers	transfer	_	1
_	transfixes	transfix	_	0
_	transforms	transform	_	1
_	translates	translate	_	1
_	transmits	transmit	_	0
_	transmutes	transmute	_	0
_	transpires	transpire	_	0
_	transplants	transplant	_	0
_	transports	transport	_	1
_	transposes	transpose	_	0
_	traps	trap	_	1
_	trashes	trash	_	0
_	travels	travel	_	1
_	traverses	traverse	_	0
_	treads	tread	_	0
_	treasures	treasure	_	1
_	treats	treat	_	1
_	trembles	tremble	_	0
_	trends	trend	_	1
_	trickles	trickle	_	0
_	tricks	trick	_	1
_	tries	try	_	1
_	triggers	trigger	_	1
_	trims	trim	_	0
_	triples	triple	_	0
_	trips	trip	_	1
_	triumphs	triumph	_	0
_	trivializes	trivialize	_	0
_	trots	trot	_	0
_	troubles	trouble	_	1
_	troubleshoots	troubleshoot	_	0
_	trudges	trudge	_	0
_	truncates	truncate	_	0
_	trusses	truss	_	0
_	trusts	trust	_	1
_	tucks	tuck	_	0
_	tugs	tug	_	0
_	tumbles	tumble	_	0
_	tunes	tune	_	1
_	turns	turn	_	1
_	tutors	tutor	_	0
_	twinkles	twinkle	_	0
_	twirls	twirl	_	0
_	twists	twist	_	1
_	twitches	twitch	_	0
_	types	type	_	1
_	typifies	typify	_	0
_	unarms	unarm	_	0
_	unbalances	unbalance	_	0
_	unblocks	unblock	_	0
_	unbuttons	unbutton	_	0
_	uncovers	uncover	_	0
_	undercuts	undercut	_	0
_	underestimates	underestimate	_	0
_	undergoes	undergo	_	0
_	underlies	underlie	_	0
_	underlines	underline	_	0
_	undermines	undermine	_	0
_	underperforms	underperform	_	0
_	underpins	underpin	_	0
_	underscores	underscore	_	0
_	understands	understand	_	1
_	understates	understate	_	0
_	undertakes	undertake	_	0
_	undervalues	undervalue	_	0
_	underwrites	underwrite	_	0
_	undoes	undo	_	0
_	undresses	undress	_	0
_	undulates	undulate	_	0
_	unearths	unearth	_	0
_	unfastens	unfasten	_	0
_	unfolds	unfold	_	0
_	unfurls	unfurl	_	0
_	unifies	unify	_	0
_	unites	unite	_	0
_	unleashes	unleash	_	0
_	unloads	unload	_	0
_	unlocks	unlock	_	0
_	unmasks	unmask	_	0
_	unpacks	unpack	_	0
_	unplugs	unplug	_	0
_	unravels	unravel	_	0
_	unrolls	unroll	_	0
_	unties	untie	_	0
_	unveils	unveil	_	0
_	unwinds	unwind	_	0
_	unwraps	unwrap	_	0
_	unzips	unzip	_	0
_	updates	update	_	1
_	upgrades	upgrade	_	1
_	upholds	uphold	_	0
_	upholsters	upholster	_	0
_	uproots	uproot	_	0
_	ups	up	_	1
_	upsets	upset	_	0
_	upstages	upstage	_	0
_	urges	urge	_	1
_	uses	use	_	1
_	ushers	usher	_	0
_	usurps	usurp	_	0
_	utilizes	utilize	_	1
_	utters	utter	_	0
_	vacates	vacate	_	0
_	vaccinates	vaccinate	_	0
_	vacillates	vacillate	_	0
_	vacuums	vacuum	_	0
_	validates	validate	_	0
_	values	value	_	1
_	vandalizes	vandalize	_	0
_	vanishes	vanish	_	0
_	varies	vary	_	1
_	varnishes	varnish	_	0
_	vaults	vault	_	0
_	veers	veer	_	0
_	vegetates	vegetate	_	0
_	venerates	venerate	_	0
_	ventilates	ventilate	_	0
_	vents	vent	_	1
_	ventures	venture	_	1
_	verbalizes	verbalize	_	0
_	verifies	verify	_	0
_	vests	vest	_	0
_	vetoes	veto	_	0
_	vets	vet	_	0
_	vibrates	vibrate	_	0
_	victimizes	victimize	_	0
_	views	view	_	1
_	vindicates	vindicate	_	0
_	violates	violate	_	0
_	visits	visit	_	1
_	visualizes	visualize	_	0
_	vitiates	vitiate	_	0
_	voices	voice	_	1
_	voids	void	_	0
_	volunteers	volunteer	_	1
_	vomits	vomit	_	0
_	votes	vote	_	1
_	vows	vow	_	1
_	waddles	waddle	_	0
_	wades	wade	_	0
_	wads	wad	_	0
_	wages	wage	_	1
_	wags	wag	_	0
_	wails	wail	_	0
_	waits	wait	_	1
_	waives	waive	_	0
_	wakens	waken	_	0
_	wakes	wake	_	1
_	walks	walk	_	1
_	walls	wall	_	1
_	wanders	wander	_	0
_	wanes	wane	_	0
_	wants	want	_	1
_	wards	ward	_	1
_	warms	warm	_	0
_	warns	warn	_	1
_	warps	warp	_	0
_	warrants	warrant	_	0
_	was	were	_	1
_	washes	wash	_	0
_	wastes	waste	_	0
_	watches	watch	_	1
_	waterlogs	waterlog	_	0
_	waters	water	_	1
_	wavers	waver	_	0
_	waves	wave	_	1
_	waxes	wax	_	0
_	weakens	weaken	_	0
_	weans	wean	_	0
_	wears	wear	_	1
_	weathers	weather	_	0
_	weaves	weave	_	0
_	wedges	wedge	_	0
_	weds	wed	_	0
_	weeps	weep	_	0
_	weighs	weigh	_	1
_	weights	weight	_	1
_	welcomes	welcome	_	0
_	welds	weld	_	0
_	whacks	whack	_	0
_	wheels	wheel	_	1
_	whimpers	whimper	_	0
_	whines	whine	_	0
_	whips	whip	_	0
_	whirls	whirl	_	0
_	whisks	whisk	_	0
_	whispers	whisper	_	1
_	whistles	whistle	_	0
_	whitens	whiten	_	0
_	whitewashes	whitewash	_	0
_	whittles	whittle	_	0
_	widens	widen	_	0
_	wields	wield	_	0
_	wiggles	wiggle	_	0
_	wills	will	_	1
_	wimps	wimp	_	0
_	winces	wince	_	0
_	winds	wind	_	1
_	winks	wink	_	0
_	wins	win	_	1
_	wipes	wipe	_	0
_	wires	wire	_	1
_	wishes	wish	_	1
_	withdraws	withdraw	_	0
_	withers	wither	_	0
_	withholds	withhold	_	0
_	withstands	withstand	_	0
_	witnesses	witness	_	1
_	wobbles	wobble	_	0
_	wonders	wonder	_	1
_	wooes	woo	_	0
_	words	word	_	1
_	works	work	_	1
_	worries	worry	_	1
_	worsens	worsen	_	0
_	worships	worship	_	0
_	wounds	wound	_	1
_	wraps	wrap	_	1
_	wreaks	wreak	_	0
_	wrecks	wreck	_	0
_	wrenches	wrench	_	0
_	wrestles	wrestle	_	0
_	wrests	wrest	_	0
_	wriggles	wriggle	_	0
_	wrings	wring	_	0
_	wrinkles	wrinkle	_	0
_	writes	write	_	1
_	writhes	writhe	_	0
_	x-rays	x-ray	_	0
_	yaks	yak	_	0
_	yanks	yank	_	0
_	yawns	yawn	_	0
_	yearns	yearn	_	0
_	yells	yell	_	1
_	yelps	yelp	_	0
_	yields	yield	_	1
_	zaps	zap	_	0
_	zeroes	zero	_	0
_	zips	zip	_	0
_	zooms	zoom	_	0
